id,puzzle,clues,difficulty,solutions_found,nodes_explored,max_recursion_depth,solve_time_ms,is_solved,leaves
181,.2..1....36..7...5....89...9..........3..7..1742..6.3......815........42....63..8,25,2.0,1,70341,55,9,true,24251
191,..9..5.8..3....6......74..97.6...9.5.15.97...2...6..3..8....1.....72...........9.,24,2.4,1,7388,56,1,true,1898
201,....386....5...9..2..........6..1..4.......2.....438.74..8.6...1.8.2.....9.5..7.8,24,1.8,1,120977,56,16,true,41292
211,....6....2..8..7...4.......43..9.2.7....5.14.........5...6.....71.3.84..8.2.7...9,24,0.0,1,1058394,56,150,true,306987
221,.4.........3.2.........59.1.8...9.3.129....8....7..4......7.69.6..31...22....8...,24,2.9,1,44226,56,5,true,11048
231,........2..1..697......85...34......9....76...7..5...43...8...7.5.6..3...6.4....8,24,0.0,1,115701,56,15,true,33904
241,1......5..2....1.4.7..6........2.5...37.....8....9..2.9...54.....21....3.1...3...,22,1.8,1,1156647,58,152,true,335459
251,.........6.387..9....1.64....7...1....9...6523...6...89..5..2...4.7...6.7...43...,26,1.3,1,7250,54,1,true,2133
261,9.2........4..8..27....1..4....3..41...1...7......93....5...4...1956........7.8..,23,0.0,1,261773,57,35,true,75654
271,..3...8.5....1.....7...5.932..9......6...3.19......32....2.4.....51.7...84......2,24,1.2,1,64586,56,8,true,19574
281,.7.........8.1...3..34.25......4..5.6.....2....5179...5......7....8.412.......6.8,24,0.0,1,9437,56,1,true,2809
291,....4...64.3....8.6...9.4...2.3....9....75.3......4.....5.6...8872.......1...95..,24,0.0,1,45542,56,6,true,12400
301,..4.....28.3..4....6......1.......6....72.5..51.3........1.36.9....49.......6.2.7,23,2.0,1,520298,57,68,true,152922
311,.9.2..15..21.983..6..3..8.2..5....1.71...5.........5..38.6.2.....9.............87,26,0.0,1,34331,54,4,true,9347
321,64....5...3......2..2.51...3..7...1.....8...38.16.429...4..........934..2..8.....,25,1.5,1,1223,55,0,true,370
331,..59....2.......653...5.7.....6.74...31...........1.....3..56..6....8..17.2.6.8.3,25,2.3,1,9098,55,1,true,2966
341,..73......9.4..1...6.5...34.....57.....2.7..3..5...641...7......4...8.6.18......2,25,1.9,1,47517,55,6,true,18077
351,.....5..4.59..6.2.37.9.........6..59....918.......32....2..9.7..9...251...1.7....,26,2.2,1,5653,54,0,true,1831
361,...9......3....2...14...3..3.61.5.4..214.97....987..........463........72..5....8,26,0.0,1,6055,54,0,true,1485
371,..4...3.....3849....8.1..72..946...121............5...85.........6..8.25.9.5.....,25,0.0,1,1476,55,0,true,421
381,.32....5.45..3..9..7.8........7........9.1.6.8..4...3...7..6.2...6.....5.9.2..17.,25,0.0,1,172172,55,23,true,54034
391,.9...5.23........4....91.7.1..3.96....85....2...8.2....42...1..87....4.......8...,24,1.1,1,2623,56,0,true,791
401,.84.2........65..1.....8...21.......4.863..7.7....9...8.9.1...2.6..8..4...13..6..,26,0.0,1,107074,54,14,true,28101
411,....1.3...7.9....48..6..27......9.1......28.553..8...9.....15..1........3..87....,24,0.0,1,2783,56,0,true,881
421,.93...8.......2.9....1...346.....7.5.2.4.....8.........19.2..8.............3.75.1,22,1.2,1,45116,58,6,true,12601
431,.....1.3....4....7.79.........6.8....2.94....4......1.......1....8..725.2.6.3..79,23,4.6,1,231550,57,31,true,68608
441,....917....9.2...5.7.4....2.1.......652.8.........2..3..467...89..8...1...3....4.,25,1.1,1,18308,55,2,true,5807
451,..528...36..5.3.71........2.8...17...7..9.........83..1983......6...4.......2..6.,25,0.0,1,3339,55,0,true,837
461,2.....69......9....3...57..4.8.5......73.61..39.4..5.6....4...18.6..........72...,25,3.0,1,37856,55,5,true,9738
471,.3...8.6.7.......3...42...54.9........6.5...42.7.3...8.6.....579..........48...9.,24,0.0,1,56432,56,7,true,16813
481,8.9.6..2..6............7....4..3...5...5.16.....946..7..8...5615.1...2....4....38,26,1.2,1,131484,54,17,true,41094
491,.5...1.2......69.49..4..1....26..4..8.974...........93....67.....1...8.947..9.3..,27,2.9,1,10823,53,1,true,3265
501,...1....7.4...58....6..8.4....61..2.........69...53.7....3.....3.9.824...5.4....8,25,0.0,1,291930,55,39,true,79116
511,.......47.2.7....841.9.5.6....39.....9......5..4..6.8...5...721....3......8.6....,24,1.0,1,37051,56,4,true,12045
521,..89..46.9.32....1....4..9....6...27..95.73..1..........2...8.66....3...3.....7..,25,1.5,1,447,55,0,true,119
531,1...7.84.4.............5.6...6..7....23....86...4.2.39..45.........19...8.2......,23,0.0,1,65095,57,8,true,20521
541,..1...........34.6.27.1..93..98.....4.6..21.......4.6..92..5.4.......2...7..9....,24,0.0,1,3846,56,0,true,1171
551,.....7.1........346..19.8.7..75..9.8.2.........58....1.3.6.1...14.........6.7....,24,1.5,1,13389,56,1,true,3588
561,......8...1.93.24....7....3..5..7..9.396...84..6.......8.4...1.....897....7..3...,25,2.1,1,33276,55,4,true,9999
571,.....32.43....5.7112.....5....4....79.72..8...6.......8...6..9..3.7..54......8..6,26,0.0,1,19744,54,2,true,6111
581,.8..9...2....3..4.7.5..4...91..5267......1..8.3.9....1..8...........7...29.....5.,24,0.0,1,2528,56,0,true,755
591,4..6...8....438..........9.1.8.6......9.....23...458..69.7..........3.2..12....3.,24,1.6,1,406737,56,52,true,127038
601,1.8.4....3..69.4......3..569.6....71...75....5.3.............27.4.5.6.9..........,24,2.7,1,3517,56,0,true,929
611,...7..6..15...6....3.....7..9...1.4....94.31...3...2.9..6.1.9...4.....8.....7.4.2,25,0.0,1,6379,55,0,true,2028
621,.865......1...2.8...2...6.......71.3.7..3...6..9......9...582..3..7...95...2...1.,25,0.0,1,27055,55,3,true,8084
631,82...93......1.9.5.3...7..26.8....3.9.3..5....7.......3...4......6...1.4.958.....,25,2.3,1,9212,55,1,true,2547
641,5..........6...48..78.35...........445...26.7.....39.............92.6.186...582..,25,1.3,1,156640,55,20,true,60572
651,1...........7..6.8..5.......8.47.5...51..9...4...36.....7.4.9....9...3.6..8.2..7.,24,0.0,1,76666,56,10,true,21120
661,..4..5.....7.34.28.2......5...26...7..1....3.....9..5.....4.76..6...1.........8.9,23,0.0,1,159543,57,21,true,53966
671,......3.4.85.14.9...9......2...6....7..321....1....9.........72.....745.82.....1.,24,0.0,1,41914,56,5,true,13814
681,9..1..3.......3.87.48......6...1........5..19.7......2.2.9....5...3...9......76..,22,1.8,1,46529,58,6,true,14321
691,....5.9...4.9...28..2.......6..4..8........911..5.6....7......4.168......9.6.2...,23,0.0,1,160430,57,20,true,53044
701,..347.....5.8...........3.....9..8...6...21.72...8..4.6..5..28...52.......9..1.6.,24,1.5,1,175694,56,23,true,52531
711,....361....5.......8..14..5...6.8...8....3.76.9....81..39.5.....4....7...1....2.9,25,2.8,1,1683,55,0,true,526
721,....6....63...2..1...1........7.1..69.6...5..4...9...........92..82......7.8...43,22,4.5,1,260933,58,33,true,77476
731,...9.....452.....7.......2.9..4...6....8.5..3.1.7.....2.93.8....7.5....61.......4,23,0.0,1,28831,57,3,true,8219
741,.59.84...1.......926.9.5.4......8.17.916...3...6.............76....7.82..738...5.,28,0.0,1,1663,52,0,true,462
751,8..6.....54...8..3.7..5.6.....9...7....3.7..1.....24...2...39.......4.58.1....2..,24,1.7,1,1731,56,0,true,551
761,69.........49........4..35.71.....6...829.1...5..3....5476..2.......2.....3.7..1.,25,1.5,1,32014,55,4,true,9856
771,.4.76..9....25..1..9.......13........79..82....2....67..71.....3...4.5.....5..1..,24,0.0,1,11730,56,1,true,4000
781,...5.......472...1..2.9.5..7...1.....2..7.....9..4.83......4..6..6...9..3.8....7.,23,0.0,1,133236,57,17,true,45721
791,...........54...7.3...18.5.....279...9.8......1....64248..7.2..7..3.........467..,25,0.0,1,7884,55,1,true,2092
801,594....6..........6..394.1...........1.5.36.....4....31.26.........3187...7...9..,24,0.0,1,265080,56,35,true,84782
811,.5..61.78..7...96...............8..63.....1...4..7...5........32..48....1.3.9.7..,23,1.5,1,62894,57,8,true,17113
821,..9.1....651.........6.2....34......9..8..42..7..3.58.3....9..7.6.1...4......53..,25,0.0,1,106846,55,14,true,35467
831,....84..55..3...28.....5.....52.87..49..1.5...6......9..7...2..34..........6....4,24,2.6,1,5735,56,0,true,1479
841,..2...84....6..251....8...338..46...2.......7..13.....9..4.......62......4....17.,24,0.0,1,81031,56,10,true,26141
851,1..74.6..3..5...1...7.........1...2..1...34.9....5.73.9...84.......2.9.4..5......,24,2.2,1,15169,56,2,true,5403
861,1...97.3...2.8.......36......6....4851...2..62........7...3..5...4...9...3...5...,23,0.0,1,5836,57,0,true,1681
871,..5.46.....2...3......126.5.......7...1.5.4.2..4...5...2.9....8483.........7...3.,24,3.2,1,48969,56,6,true,16999
881,......4...9.3....53...7..2..23.67....5....14........6...87.....9..8..2.664..5..9.,25,3.3,1,335699,55,44,true,91922
891,.1...7.....7.3.94..42......1...95..37.....86..2...8........9.28..16..5...5..8....,25,3.1,1,16337,55,2,true,5047
901,....17.6...2.84..7.........1.....9..9....8..425..7..8.6.3..9.2.....3...151....4..,25,2.8,1,104357,55,13,true,28932
911,.6....9.5..189.6....7.2.3...1..34...7......2.8....1...........85..4..71...2.1...9,25,1.3,1,4200,55,0,true,1167
921,.5.48...68.2..6.....41....3.16...23..295.....5...........7....1..1..5......8.274.,26,0.0,1,5573,54,0,true,1791
931,.......821..9.....94.52.7.3...1.....3.7..2.9.....5........9.....6..37..54....8...,23,0.0,1,12788,57,1,true,4022
941,.5.1.3....6...82..74.....1..3..49....8.3.67.2......4.3..9..........6..7..2....6.5,25,1.9,1,3820,55,0,true,1224
951,9.13...5..8...5.2..7...9..8.2.....7..14.....5.9.4........2.3...8....16......6...9,24,4.2,1,173,56,0,true,39
961,3.......6..23..9..9...1.7....3..6.45.5...4..3.......8..9......7...7..8..26....31.,24,0.0,1,4702,56,0,true,1583
971,....2486....38.......5...7.5....748.......1..3..84......8....96..5..67..2......4.,24,3.1,1,122498,56,16,true,36713
981,...21..7..3.4...5.6......1.8247....6.....8.3.9....17..5...........1.4....7..5...3,24,1.4,1,2786,56,0,true,841
991,..91...3.5...361.46...2.....4.8..6.5...5.....1...97...9..2.....836....5..........,24,0.0,1,2008,56,0,true,487
1001,.3...124...27..6..9.6.........4.9.......2.7....8.7.1...7....32.4.......7.1.3....8,24,1.1,1,1481,56,0,true,457
1011,...6138..9...........5..3.......761.4....2..3..8......8.74......3...6.5.2..7..9.1,24,2.7,1,25464,56,3,true,7007
1021,...5.4..157.......42........3.89........3..5.1.2...9...8..7.4.3.9...6......38.5..,24,2.4,1,17202,56,2,true,5118
1031,3...1......93.8....2....6.76..7..4.27.5..4....8....7.........83..49.5.2..........,23,0.0,1,3812,57,0,true,1312
1041,.7..2..18.......25.4...3....8...917.752........9.6.......8.........72.3.....5..6.,23,1.8,1,9747,57,1,true,3033
1051,.13....7..........7...4...895.7......2.48...3....5..826.....2...423..6....9..6...,24,0.0,1,42159,56,5,true,13790
1061,....6...7..6...12.1.....4.3.3.6...7....37.2..5........4..9...3..5.18.........5..1,23,0.0,1,152805,57,20,true,45360
1071,...7..4.3..9.....6.......786.....94..819.2...2....3......38...5.......64..5.7.2..,24,3.3,1,80172,56,10,true,24847
1081,7..9......2...68.1...75...6......1.9..5......21...4.....3..1....4....2..16.83....,23,0.0,1,3259,57,0,true,883
1091,...4...5...9.....2...5.3.8.1.....83.....75....6....1.....78.5.6......9...24.6....,22,0.0,1,33856,58,4,true,10880
1101,..7.4.3.....5...4....6.715...8....3.5.....7..6.1.3...4.6..5.9.3..3.98.......1....,25,2.4,1,2257,55,0,true,758
1111,2.5..6.....815.....9...36..3....8269.6........17....3....5...97........5....32...,24,2.6,1,6602,56,0,true,1953
1121,6.....8..4..1.3.6...15......3.45...2.4..8.....897...1....2..5.....6..34.........9,24,0.0,1,6482,56,0,true,1731
1131,....2.6.....1...4....8.....7..4....5..9.82..........1356.7.42.1.1.....74.2.......,23,1.2,1,438889,57,57,true,134008
1141,.4...5.19..2...3.8...7..5..47........95...1...2.6.8.....3..72.5.5.9....7...8.....,25,0.0,1,26765,55,3,true,8135
1151,......75...9..1......43....8.1...9.7.5.28........1.4....8.......35....749...463..,24,1.7,1,186014,56,24,true,54324
1161,962..7.3....9...6.4.7.3..1..3......55.9..24......93....54.....7...7..2........6..,25,0.0,1,679,55,0,true,181
1171,..35....728.4.........1...5..867.5...9........76..943.....4..9......1..492....8..,25,2.4,1,19025,55,2,true,5182
1181,5......38.6..3.....2...6..5...1.95....74...2.2...........9.3.61..5..1...9...8.7.3,25,1.6,1,18080,55,2,true,5475
1191,.....3....2....7.11.......98.9....4.3..7.2.6.....5....7..3.86.......7392.1...9...,24,1.6,1,45857,56,6,true,14245
1201,..27....4..9..8.7.8....5.1.....56...5.....3913.7.........9..7....6.3....49.86....,25,1.2,1,5270,55,0,true,1593
1211,....2.3.5.7.....9.2..1.3..8....5...3...9..7..8.6....5.5.1....4...97...3.4..6.....,24,0.0,1,10447,56,1,true,3013
1221,..9.4..75.7...2.3...69.....4..5.9.............13..........5.84..68..3.2....8..6..,23,0.0,1,3307,57,0,true,1132
1231,...762...7.89.....3......5....687.1....4.5.72.1.......6.9.....5...52.7....4...8..,25,0.0,1,6232,55,0,true,1938
1241,.67.3......36...1.2...58....9..176...7...4..93.....8..6.9....2...8...56....2...4.,26,2.0,1,3071,54,0,true,969
1251,.972....6....4.8..........1....6.....23.8.......71...8.7....425.....1.7..4.......,21,1.4,1,169346,59,22,true,54789
1261,28.......93.........6.....2.6..1..23.7..3.8..31.2...64..8.59.1.....68........3.9.,26,1.6,1,355941,54,46,true,121591
1271,.942......2..7...9...4.518...1....3....8.9.4....35..2.6..5.4...5...8.3...49......,26,0.0,1,3309,54,0,true,818
1281,.7...4.......1.8..4.129..6.1..8..4........28...7..6.1..6.97....51..3...2.....5...,25,0.0,1,59454,55,7,true,17651
1291,8...9.2...6.84.....9.6...1..7..5...1..41.....28...74......3..7..1..85.........9.3,25,2.4,1,10416,55,1,true,3078
1301,3...2.4............16..5....4......1..1..9.45...8..2.....13.7...5.....641......93,23,3.9,1,521428,57,68,true,180785
1311,.....827.....6...3...7.1.95..4.8..29..6.7..4.81..9.....6.319...9.........5...4.3.,27,2.8,1,12364,53,1,true,3151
1321,28..1..4.......8.3..7.5.6..3.....2.7..534..............4..2.3.....4.9.1....8....5,23,0.0,1,4047,57,0,true,1206
1331,........5..7.81.93.4...2.....93.....48..7..3..1......8....1.......4..1...265..9..,23,0.0,1,15110,57,2,true,4460
1341,.95.1...87....93..84.........2...59..1...2......3.4.....39...2...48.......7.2..46,25,1.7,1,4822,55,0,true,1393
1351,..934...8......4.17.......5..2..31....15........89...3........2....75.6..5.9...4.,23,3.0,1,15397,57,2,true,4103
1361,..6...2..9..7.148..74.3.9..1.9.5..2...72.31............41..9..5.8....3......2....,26,0.0,1,2569,54,0,true,794
1371,..8.2...5.....6...2...45..1..9....1..1.4...96.329..57...5.....8...7.32.......9...,25,1.2,1,72530,55,9,true,25498
1381,..832......7...9...1..6......2.5...3.......7..5.1928...3.6.5..8..4.7.2.1.........,24,0.0,1,457651,56,60,true,151196
1391,....9862..2..6413...............74.6..148.....87...2...3..5..12.65............8..,25,2.0,1,54671,55,7,true,14667
1401,..75..2...8.4.26..91..3.5........89.4.............7.2.5..97...3.9...1.4..........,23,1.6,1,35599,57,4,true,10914
1411,6.457.3......4.....1.3..68.........23..29.4....1.5.....3.....6..97......5......29,24,0.0,1,3690,56,0,true,1077
1421,.8...1.26.........7..3....4.48.......912.4.83....1.....7....39..1..9..454....5..2,26,1.5,1,231351,54,30,true,67342
1431,.769...4....4...36.....3.1..3......5..7.1......9.8..6...15..4...6...4...9.8......,23,2.2,1,18981,57,2,true,4876
1441,...9....8..4..79......3167..6....4..723....8..1.5....6.......3.....9.74.8.1......,24,2.5,1,1408,56,0,true,374
1451,.2.31......5.........7.9.....1.4...88.....6.4.....3..915.8...2..9...7..6..26..4..,24,0.0,1,140376,56,18,true,41887
1461,7....1.6..32...5.....9...3.4.82...........2.9..5....4....8.63..1..3.9....4...2.1.,24,4.4,1,26204,56,3,true,8045
1471,........4...98..3..4.....56.....3.9.23....18.765.......2..31.....8..25...7.8..2..,25,0.0,1,1404,55,0,true,426
1481,..6...8..9..2.6....1..3...2.5..9...41..3....8......39..9.7..4..521......8....193.,26,1.9,1,89843,54,11,true,26612
1491,..32.4.....96..8.......3.......6.4.2...7...8.1...4...9.3...2..494....1......1.9.3,24,0.0,1,56321,56,7,true,17478
1501,25.........76.....6.9..7..45.6...2...938....1........6....8..1..78.64....45.3...9,26,2.5,1,24288,54,3,true,6100
1511,5............8...7..39...1.......1.......238.9.14...567......6..1.357.48.5...8...,25,0.0,1,331977,55,43,true,111565
1521,...2..9..49.8..17...6.....5.....4.2.5..98......47.2...15......6..3........2.187.4,26,2.2,1,8297,54,1,true,2532
1531,2.43.91.5...1.237.........49...........98..2..3...5..7...6...81..7..85....9......,25,1.6,1,1357,55,0,true,450
1541,2....569...8............5..4.6.....293.5...6......7...7..2.8..5.6...4..1...1...3.,23,1.8,1,1111686,57,145,true,333683
1551,.8.7....63.61..8.7..7..94.5...34....5....7..48.3......62..9.........1......432..8,27,0.0,1,4472,53,0,true,1331
1561,......18..97..54..8....62.7.21...........8671...4........56..3..3...18..4.......9,25,0.0,1,25653,55,3,true,6933
1571,..6.8..9..9...738..4...5.7.....5.13.2.4............9.7..58......6....8...7.2.6...,24,3.4,1,8524,56,1,true,2860
1581,.....2.94...1...3.87..........6....732..4.8.51....9...2.59.8.....4.......9.27....,24,0.0,1,8444,56,1,true,2764
1591,.5.4.2..9..415...21..98.......2..3...97...48...6.......2.63..94......7...15......,26,1.9,1,5418,54,0,true,1578
1601,8.5.3....12.8....9........79.7.24.8...43..5...1.59..2.......6.....4......3..8..4.,25,0.0,1,692,55,0,true,221
1611,5...938..3874.........5.......3.1..7..1.6..4.8.25...........2.3.6..7....7.....4..,24,2.0,1,48705,56,6,true,14706
1621,5........9...4.......3974.2...6....1.952..74...2..1.........6....4..3.8...14....7,24,0.0,1,20357,56,2,true,6823
1631,.39.6..7......5.....14..5...1.....34.78..6...6..1.........13.......7....2..5..39.,23,0.0,1,19447,57,2,true,4527
1641,.....9......4...81...16...2.6....41.7..3..9..5......26.98.4.........5.4...2..3...,23,2.3,1,8286,57,1,true,2719
1651,..69.5...53.2......2........9..1..4.........38..3....1....8.7.46...4.382.1....6..,24,0.0,1,184228,56,24,true,56761
1661,3...4..75758.9.............9..1...2..8...2..1..23...4........8....9..7...7628....,24,1.9,1,3894,56,0,true,1016
1671,..3.9...8.....5...21.7....5.3..7.4..7......8.....42.9.......7.....6....394.5....2,23,1.7,1,41976,57,5,true,14735
1681,..6....53.7...3.8...8.6.94.1.2....34..........678.4......1.2..9.1.37...........25,26,1.1,1,15964,54,2,true,5396
1691,....7.41..4..........39......6.......3.465..7..42...897.....2....8....5.2...1...6,23,0.0,1,886199,57,115,true,247263
1701,..51..2...6.2............84.8..7....1.9..4..........373...9...........6..163.279.,23,1.8,1,580686,57,75,true,203216
1711,......95....64..7......7.1..38.15..25..87..6...72.....7...5...9.5.....2.3.94.....,26,0.0,1,8582,54,1,true,2462
1721,...1.....9.8.6..25.2....7....3.4..7....3.........86.126..7....8..9......8...2.96.,24,2.7,1,88417,56,12,true,28779
1731,2..9.....1.7..........78........7.8.7..3.1.52....4.1.3..86......2..597.......2..1,24,2.3,1,2443638,56,317,true,983404
1741,7.1....8.....7..46.6.23......3.2...1...6.....2.9.84...9....28....83...1...4....5.,25,0.0,1,2841,55,0,true,832
1751,5....9...1......6..672.5.1....3..2....2...........645.....8......3.....449..1...6,22,0.0,1,65291,58,8,true,19788
1761,..9.7.1.....2.8...2...3...4.9.........8....311.6...52.....6327.....9.6...1...7.5.,25,1.6,1,4278,55,0,true,1648
1771,...4..6..8..35...946.8.7.359.1......6......8.3....9.........2.......83.4..517....,25,2.0,1,23800,55,3,true,6134
1781,.8...3..75..7....2.7....634..5...2..9......1...82.7..68.4..........5..7.6.....9.5,25,0.0,1,100527,55,13,true,34001
1791,8...416..2..9.....9......54..93......2....9.714.....36.....8.....1.2.37.4...6.5.9,27,2.7,1,13136,53,1,true,4475
1801,8....3......429..1.69...3...7......528.5.7.1...521.6................5.7.346......,25,0.0,1,3121,55,0,true,803
1811,4..9..3..936..4..8.....21..69....2.....2....57.....41..1.64....2...7....867......,26,1.4,1,1431,54,0,true,438
1821,...7...8..9.6...34...9.4...2.5...1..76........8.3.6..5...........2..1947..6...25.,25,0.0,1,27028,55,3,true,9183
1831,49...............9..18.2....4..8......39...1.....1.7.3..9..5.8..2.4....78...3.2..,23,2.9,1,2710154,57,356,true,840737
1841,2.....8.6..47....395..............54..9..42...37.2......2..74...6.4...8......19..,24,2.4,1,5478,56,0,true,1710
1851,.2...9..3..5..8...1....5..42.8...9....7.12...6..7.......6..1.5....9..6..9..4.7.2.,25,0.0,1,7525,55,1,true,1972
1861,12...8..7......86.....3.5..2...7.....4.5.1.9.7.89.3...6....9..5..9...4.....3.5.8.,26,0.0,1,11487,54,1,true,3351
1871,..1.58....7....5.2.3.1...9.....1..73.9.6............4.4..8......1..45...6.2..9...,23,2.9,1,1019,57,0,true,287
1881,562.....9.....8....7932..1.......1...3.19..6.....62....1.2....5..4......9.647..2.,26,1.7,1,502,54,0,true,121
1891,8....6.7..9...51...3.....9...4..2..5..........85...6.1...3.....94.6....7...1..4.8,23,2.8,1,48934,57,6,true,17876
1901,...72.......1...4..96.....16.29......47...8.9..9....35..8.4.3.......3....1...7.54,25,2.2,1,44749,55,5,true,15209
1911,.6...7.9249..53.......9..6..78..9.4...5....263..........4..2..11.......8..3...27.,26,0.0,1,2641,54,0,true,824
1921,..48......3..6..79.........6.2.....3.1....7....9.7..56.5.19...2..83......9...6.3.,24,1.3,1,293654,56,38,true,91188
1931,..638.4....9.5..711...7.8....3845.........385.9.......76......8.......4...49..6..,26,1.0,1,379,54,0,true,97
1941,.....93....7....1..6...7..47.5.9......2..319...32.....4...2.......5....6.796...4.,24,3.1,1,4461,56,0,true,1202
1951,.85...6.........57.1.7.....3.6..1.4...269...5....3..2..2.3...8...3.......9..5...4,24,1.7,1,9977,56,1,true,2811
1961,...8..24..9.1..8..8....73..2...38.6..4..12..7.7.5.....9..4.....7....1.....2....95,26,1.7,1,7136,54,0,true,1924
1971,...85.......6...7..2...16............19.6.2.57459....8.....9...2.41......56.....4,24,3.5,1,4530,56,0,true,1291
1981,.1....54.5.......68.6......6...1......5.2...9..2...47.........5...16.9..9.1.452.3,25,0.0,1,715935,55,94,true,274740
1991,.72..5...3.......841.7....5..49.....65...4.8.13......6...4...3......7..4..7...82.,25,0.0,1,1889,55,0,true,655
2001,...7......2.8.6..7..745.8..98....7...6.....54.1.........5..2..1...3...65...6...9.,24,0.0,1,25277,56,3,true,8764
2011,73......1.4..8..2..9....6.8.....62...6.1.5..71.3.........29.......3..14...57.....,24,2.7,1,1223,56,0,true,378
2021,2..6.8.........3.9...1.3.2..39.672...4...98....23........5.6..18.6.....5.......9.,25,0.0,1,32565,55,4,true,8709
2031,......8..2..6...3...47..9.6.....9.6.....8.12..82.3...5.7.36......8.......29...4..,24,0.0,1,48892,56,6,true,13533
2041,.83.4.7..9.....6...57....2..38.........4..915.....2..6.4..3.......6...4..2..9...3,24,1.0,1,2065,56,0,true,671
2051,5....76439..1...5.863............1.2..9....7..5....4..63...1......2.976....5.....,25,2.1,1,15401,55,2,true,4341
2061,..59......43...9..1..6...2.87...5......3...52....4...6.......8..6......5.342.1..9,24,3.3,1,23431,56,3,true,7124
2071,.......56.....97.3....7.8......1...74.5....3....83.49..8.....69..3..6....2.7.1..5,25,0.0,1,539767,55,70,true,158726
2081,3.1..6..4.5.8.3...2..1..8..1...29.8...2...17....6.8..............43.27....6.....2,25,0.0,1,3019,55,0,true,954
2091,.....5....859......7..62..1.....3..63..8.67...49..............9.......84..254..1.,23,0.0,1,41272,57,5,true,12243
2101,..875...3.5....1689....6....1....7....4.9......3.8.......9..3.1..2.4....34......5,24,0.0,1,4218,56,0,true,1286
2111,.....51....3...6..6.82....7.8....5..7.1..2.6....7.4...4..6.7.......51..3.3.......,23,0.0,1,29190,57,3,true,8228
2121,..2....6..1...473.8.....1..9..7.16..17......8..6..2....6..2..4....3....7..7.4....,24,1.2,1,8355,56,1,true,2697
2131,6..2.....5...1.6.9.4.3....1..6....9......682.1..7.8...2.14...6.83...............5,24,3.4,1,28163,56,3,true,8772
2141,3..1.....1....6.858..5..37.....2.56...7...2.....85...9.4.....9372.93.........8...,26,1.1,1,4798,54,0,true,1470
2151,..1.54..7.5.7..139........4..983.6..1.2.......7.1..5.....327..5.....9..3....8....,26,0.0,1,1740,54,0,true,519
2161,....6.....6...8...48.9.....715..6........986....5....16.4.2.37.2..3....4.......2.,24,0.0,1,492379,56,64,true,124473
2171,..12.8......7....9...19.4.....85..3...4....1.3.....5.7..95....3462.......7..2..41,26,1.0,1,43839,54,5,true,14242
2181,.95.4........37....4...6.5.....83..5....6.83......5..76.8.14....5.....1..29......,24,0.0,1,362099,56,47,true,121432
2191,.7.5..8..3..1............35...9....7..1..6.2...28..1..5.9..8.4.....43.7.......2..,23,1.3,1,175036,57,22,true,52334
