id,puzzle,clues,difficulty,solutions_found,nodes_explored,max_recursion_depth,solve_time_ms,is_solved,leaves
881,......4...9.3....53...7..2..23.67....5....14........6...87.....9..8..2.664..5..9.,25,3.3,1,335699,55,45,true,91922
901,....17.6...2.84..7.........1.....9..9....8..425..7..8.6.3..9.2.....3...151....4..,25,2.8,1,104357,55,13,true,28932
921,.5.48...68.2..6.....41....3.16...23..295.....5...........7....1..1..5......8.274.,26,0.0,1,5573,54,0,true,1791
941,.5.1.3....6...82..74.....1..3..49....8.3.67.2......4.3..9..........6..7..2....6.5,25,1.9,1,3820,55,0,true,1224
961,3.......6..23..9..9...1.7....3..6.45.5...4..3.......8..9......7...7..8..26....31.,24,0.0,1,4702,56,0,true,1583
981,...21..7..3.4...5.6......1.8247....6.....8.3.9....17..5...........1.4....7..5...3,24,1.4,1,2786,56,0,true,841
1001,.3...124...27..6..9.6.........4.9.......2.7....8.7.1...7....32.4.......7.1.3....8,24,1.1,1,1481,56,0,true,457
1021,...5.4..157.......42........3.89........3..5.1.2...9...8..7.4.3.9...6......38.5..,24,2.4,1,17202,56,2,true,5118
1041,.7..2..18.......25.4...3....8...917.752........9.6.......8.........72.3.....5..6.,23,1.8,1,9747,57,1,true,3033
1061,....6...7..6...12.1.....4.3.3.6...7....37.2..5........4..9...3..5.18.........5..1,23,0.0,1,152805,57,20,true,45360
1081,7..9......2...68.1...75...6......1.9..5......21...4.....3..1....4....2..16.83....,23,0.0,1,3259,57,0,true,883
1101,..7.4.3.....5...4....6.715...8....3.5.....7..6.1.3...4.6..5.9.3..3.98.......1....,25,2.4,1,2257,55,0,true,758
1121,6.....8..4..1.3.6...15......3.45...2.4..8.....897...1....2..5.....6..34.........9,24,0.0,1,6482,56,0,true,1731
1141,.4...5.19..2...3.8...7..5..47........95...1...2.6.8.....3..72.5.5.9....7...8.....,25,0.0,1,26765,55,3,true,8135
1161,962..7.3....9...6.4.7.3..1..3......55.9..24......93....54.....7...7..2........6..,25,0.0,1,679,55,0,true,181
1181,5......38.6..3.....2...6..5...1.95....74...2.2...........9.3.61..5..1...9...8.7.3,25,1.6,1,18080,55,2,true,5475
1201,..27....4..9..8.7.8....5.1.....56...5.....3913.7.........9..7....6.3....49.86....,25,1.2,1,5270,55,0,true,1593
1221,..9.4..75.7...2.3...69.....4..5.9.............13..........5.84..68..3.2....8..6..,23,0.0,1,3307,57,0,true,1132
1241,.67.3......36...1.2...58....9..176...7...4..93.....8..6.9....2...8...56....2...4.,26,2.0,1,3071,54,0,true,969
1261,28.......93.........6.....2.6..1..23.7..3.8..31.2...64..8.59.1.....68........3.9.,26,1.6,1,355941,54,46,true,121591
1281,.7...4.......1.8..4.129..6.1..8..4........28...7..6.1..6.97....51..3...2.....5...,25,0.0,1,59454,55,7,true,17651
1301,3...2.4............16..5....4......1..1..9.45...8..2.....13.7...5.....641......93,23,3.9,1,521428,57,67,true,180785
1321,28..1..4.......8.3..7.5.6..3.....2.7..534..............4..2.3.....4.9.1....8....5,23,0.0,1,4047,57,0,true,1206
1341,.95.1...87....93..84.........2...59..1...2......3.4.....39...2...48.......7.2..46,25,1.7,1,4822,55,0,true,1393
1361,..6...2..9..7.148..74.3.9..1.9.5..2...72.31............41..9..5.8....3......2....,26,0.0,1,2569,54,0,true,794
1381,..832......7...9...1..6......2.5...3.......7..5.1928...3.6.5..8..4.7.2.1.........,24,0.0,1,457651,56,59,true,151196
1401,..75..2...8.4.26..91..3.5........89.4.............7.2.5..97...3.9...1.4..........,23,1.6,1,35599,57,4,true,10914
1421,.8...1.26.........7..3....4.48.......912.4.83....1.....7....39..1..9..454....5..2,26,1.5,1,231351,54,30,true,67342
1441,...9....8..4..79......3167..6....4..723....8..1.5....6.......3.....9.74.8.1......,24,2.5,1,1408,56,0,true,374
1461,7....1.6..32...5.....9...3.4.82...........2.9..5....4....8.63..1..3.9....4...2.1.,24,4.4,1,26204,56,3,true,8045
1481,..6...8..9..2.6....1..3...2.5..9...41..3....8......39..9.7..4..521......8....193.,26,1.9,1,89843,54,11,true,26612
1501,25.........76.....6.9..7..45.6...2...938....1........6....8..1..78.64....45.3...9,26,2.5,1,24288,54,3,true,6100
1521,...2..9..49.8..17...6.....5.....4.2.5..98......47.2...15......6..3........2.187.4,26,2.2,1,8297,54,1,true,2532
1541,2....569...8............5..4.6.....293.5...6......7...7..2.8..5.6...4..1...1...3.,23,1.8,1,1111686,57,145,true,333683
1561,......18..97..54..8....62.7.21...........8671...4........56..3..3...18..4.......9,25,0.0,1,25653,55,3,true,6933
1581,.....2.94...1...3.87..........6....732..4.8.51....9...2.59.8.....4.......9.27....,24,0.0,1,8444,56,1,true,2764
1601,8.5.3....12.8....9........79.7.24.8...43..5...1.59..2.......6.....4......3..8..4.,25,0.0,1,692,55,0,true,221
1621,5........9...4.......3974.2...6....1.952..74...2..1.........6....4..3.8...14....7,24,0.0,1,20357,56,2,true,6823
1641,.....9......4...81...16...2.6....41.7..3..9..5......26.98.4.........5.4...2..3...,23,2.3,1,8286,57,1,true,2719
1661,3...4..75758.9.............9..1...2..8...2..1..23...4........8....9..7...7628....,24,1.9,1,3894,56,0,true,1016
1681,..6....53.7...3.8...8.6.94.1.2....34..........678.4......1.2..9.1.37...........25,26,1.1,1,15964,54,2,true,5396
1701,..51..2...6.2............84.8..7....1.9..4..........373...9...........6..163.279.,23,1.8,1,580686,57,75,true,203216
1721,...1.....9.8.6..25.2....7....3.4..7....3.........86.126..7....8..9......8...2.96.,24,2.7,1,88417,56,12,true,28779
1741,7.1....8.....7..46.6.23......3.2...1...6.....2.9.84...9....28....83...1...4....5.,25,0.0,1,2841,55,0,true,832
1761,..9.7.1.....2.8...2...3...4.9.........8....311.6...52.....6327.....9.6...1...7.5.,25,1.6,1,4278,55,0,true,1648
1781,.8...3..75..7....2.7....634..5...2..9......1...82.7..68.4..........5..7.6.....9.5,25,0.0,1,100527,55,13,true,34001
1801,8....3......429..1.69...3...7......528.5.7.1...521.6................5.7.346......,25,0.0,1,3121,55,0,true,803
1821,...7...8..9.6...34...9.4...2.5...1..76........8.3.6..5...........2..1947..6...25.,25,0.0,1,27028,55,3,true,9183
1841,2.....8.6..47....395..............54..9..42...37.2......2..74...6.4...8......19..,24,2.4,1,5478,56,0,true,1710
1861,12...8..7......86.....3.5..2...7.....4.5.1.9.7.89.3...6....9..5..9...4.....3.5.8.,26,0.0,1,11487,54,1,true,3351
1881,562.....9.....8....7932..1.......1...3.19..6.....62....1.2....5..4......9.647..2.,26,1.7,1,502,54,0,true,121
1901,...72.......1...4..96.....16.29......47...8.9..9....35..8.4.3.......3....1...7.54,25,2.2,1,44749,55,5,true,15209
1921,..48......3..6..79.........6.2.....3.1....7....9.7..56.5.19...2..83......9...6.3.,24,1.3,1,293654,56,39,true,91188
1941,.....93....7....1..6...7..47.5.9......2..319...32.....4...2.......5....6.796...4.,24,3.1,1,4461,56,0,true,1202
1961,...8..24..9.1..8..8....73..2...38.6..4..12..7.7.5.....9..4.....7....1.....2....95,26,1.7,1,7136,54,0,true,1924
1981,.1....54.5.......68.6......6...1......5.2...9..2...47.........5...16.9..9.1.452.3,25,0.0,1,715935,55,95,true,274740
2001,...7......2.8.6..7..745.8..98....7...6.....54.1.........5..2..1...3...65...6...9.,24,0.0,1,25277,56,3,true,8764
2021,2..6.8.........3.9...1.3.2..39.672...4...98....23........5.6..18.6.....5.......9.,25,0.0,1,32565,55,4,true,8709
2041,.83.4.7..9.....6...57....2..38.........4..915.....2..6.4..3.......6...4..2..9...3,24,1.0,1,2065,56,0,true,671
2061,..59......43...9..1..6...2.87...5......3...52....4...6.......8..6......5.342.1..9,24,3.3,1,23431,56,3,true,7124
2081,3.1..6..4.5.8.3...2..1..8..1...29.8...2...17....6.8..............43.27....6.....2,25,0.0,1,3019,55,0,true,954
2101,..875...3.5....1689....6....1....7....4.9......3.8.......9..3.1..2.4....34......5,24,0.0,1,4218,56,0,true,1286
2121,..2....6..1...473.8.....1..9..7.16..17......8..6..2....6..2..4....3....7..7.4....,24,1.2,1,8355,56,1,true,2697
2141,3..1.....1....6.858..5..37.....2.56...7...2.....85...9.4.....9372.93.........8...,26,1.1,1,4798,54,0,true,1470
2161,....6.....6...8...48.9.....715..6........986....5....16.4.2.37.2..3....4.......2.,24,0.0,1,492379,56,64,true,124473
2181,.95.4........37....4...6.5.....83..5....6.83......5..76.8.14....5.....1..29......,24,0.0,1,362099,56,47,true,121432
2201,..8.15.7.....2.6.59.....3..3..7.........4...2.6.25..384......2..7...4.....5.6....,24,3.3,1,26069,56,3,true,7622
2221,3.6..7..8..9.42.........5.........2.6.31....97..3.54.......6.1.....9...2.32.....7,24,2.1,1,35390,56,4,true,10077
2241,35...4.....6..1..28.46..3...9.....24..5.8...66.1.2.....28.93.........7.........5.,25,0.0,1,419,55,0,true,97
2261,...845........6..9..493..17.37......2..1...3.1.......2..8.7..6.79............4.8.,24,0.0,1,7390,56,1,true,2033
2281,7.4..3.1..26....9....2..4.74...8.3...12......3..79.......5..28.........1...934...,25,1.5,1,9387,55,1,true,2578
2301,29..7...3.17.............625..6..82.3..1......6............72.6.38.4..7....8...1.,24,0.0,1,102938,56,13,true,27600
2321,49..7.32............824..5....682..1.1...3...8..7.....24.5....9........8.....91..,24,1.4,1,15419,56,2,true,4553
2341,.9.45....5......1.2....8.9..8..62..9.....5......39...6.4.839..5..2.......1.......,23,0.0,1,157102,57,20,true,50109
2361,.....4.83..97......43...97.8..32...5......4...75....28..7.8....5....2.4.29.....6.,26,2.8,1,3170,54,0,true,1047
2381,17...58...59...4.36............8.7...3675.1.......1.9.....4.5..3..........7.6.92.,25,2.8,1,9308,55,1,true,2497
2401,9...3.5....1..7.2..8..9...66.5..3........6.8.....4......82...543..45....4.....1.7,25,0.0,1,9009,55,1,true,2707
2421,79...2.4...2.....63..8..1...2.9...7.8......1...64..9......6.....13..4...2.5...8..,24,1.4,1,4094,56,0,true,1188
2441,6...8......496.......4..5..53..9.4.......2.18..1...6..3....6...........3..6...942,23,1.1,1,9670,57,1,true,3274
2461,..3....5..48........289..4.....7.......13.2..7....4.35...........93...1.53..87..4,24,0.0,1,783404,56,103,true,260261
2481,...1...426.5..3..1....7..8....9.......3.18..5.2..5......28.....8....79......39..7,24,0.0,1,14009,56,1,true,3882
2501,....7....6...45......2.6..5..73....94....81.78.9.2.6....865.7..9....4....4.7...1.,27,1.3,1,47731,53,6,true,12857
2521,....4.97.958.......3..........6..4.....8.7....65.23........13...7.3..25...4.....9,23,1.2,1,42690,57,5,true,12234
2541,......7...487....3...63..5...3.9.8..8..5...3.6..3....9..1...5.43.9.2.....5..1....,25,4.9,1,10296,55,1,true,2507
2561,92.......4.7.......6.1....5...2.9..1...78.....9...17........42..169..5.3..5..2..6,25,0.0,1,59194,55,7,true,18695
2581,2..14.6......93.....5....7......1..5..69.......9...2417...6..5......839.6....48..,25,0.0,1,10831,55,1,true,3804
2601,1....4..75.....3.9.....942...........36....5.2.7...6.461..8.......16.8.......2..1,24,5.0,1,48881,56,6,true,15367
2621,..9....43....48..5..81.2..62.467....6..8.39.......1...47.....8..32........1.....2,26,2.3,1,820,54,0,true,195
2641,..7.64..3..489...........1...1..9...6...7...8.....597.9.....12.5.....3..4.621...5,26,0.0,1,14777,54,2,true,5026
2661,.3.2...7.......56.12..8.3......5...7......28....12..5.....4.89..8.9....3..7.6....,24,0.0,1,44746,56,6,true,13699
2681,..1..52..3...2..4....64.......28..6...21.65...1.5.4....23...1....68.3.2.4.......7,27,0.0,1,14422,53,1,true,4311
2701,8.6.....4.5....6.8....3...7..2..7..9...45....5.16..8.....34.....4....2...97..5...,24,0.0,1,329,56,0,true,92
2721,5..4.91...1..8........5...9.........47...58912.3.97.....5.6.......2..7.41.......8,25,0.0,1,622107,55,79,true,188894
2741,.3..18..6....4..1....2.9.8...2...9.3....3......7...56..9...34.1......67..2..57...,25,1.0,1,3577,55,0,true,1223
2761,...6............2.3...8271...38...6....9..8....9.4..3...7.....3.852..6..2....64..,24,1.6,1,1677880,56,220,true,480695
2781,.....36......1.4..63........1..........2...59.5.49.81.....8.746...93..8.7.....5..,24,1.4,1,703638,56,90,true,231873
2801,.3.....96.24....3......6...5..72........5...8.....3.1....8...734....1...7.26....1,23,3.0,1,953498,57,123,true,352957
2821,..69..3.2..4.1...6......9..8.2.......5......4...76.1..29................56.3.18..,22,2.2,1,203918,58,26,true,62681
2841,6.9.....88.....5......1.692.7.3....1..8.74...95........62.83...3...........7.64..,25,3.3,1,6123,55,0,true,1621
2861,..........1..67..594.31..6.8.5......2..8........4....36....4.1.18...6.9.....2.6..,24,2.9,1,7554,56,1,true,2729
2881,....1...8.49.3..21...4.2....56...9...7.......41..9..7....5...62..7.68...1.......9,25,3.4,1,3789,55,0,true,1093
2901,..2.8....4....37.8...5.4...8.6...4.5......8...9...5..6...6..1.33.9..1....2..5..8.,25,2.0,1,416770,55,56,true,120684
2921,43......1..12.3..7....1..9....9.47..6.85..2.........6....7.2...8.5......3.....64.,24,2.1,1,1827,56,0,true,537
2941,.......8..8..9...3.6.74.9.569...........5..48.7...32.....4..7.......2..6..96.1...,24,0.0,1,15858,56,2,true,5041
2961,......63.....14...17..3....7..9...6...9..51..5...2...93.5.42.1....5....3.4....72.,26,1.7,1,28972,54,3,true,8305
2981,.1...5.8...5.2...6....7.14...87316..4.9...2....1......8.....3.....9......2.....1.,23,1.2,1,1665,57,0,true,635
3001,1....6......7.2....84....6.6..3..7...4..9..5...7...2.3..3......4...85...52......6,23,0.0,1,141648,57,18,true,42069
3021,.36..........9.3..8.1..6.2...7..564......4......6..21.193...4...7.5...8..8......3,25,2.2,1,50740,55,6,true,16360
3041,..4.9..........6.2.58.4..915.9..2....2...1.3..8.7.....91..6.........52.3.....7...,24,0.0,1,11652,56,1,true,3023
3061,.....7..9..8.4.1...7....3...59.8..3..4....8.7........5.8692......2....96.34......,24,5.1,1,42369,56,5,true,13557
3081,...1...4...8.45.39.2.83.7...61......7....8.5.........359......7..65..1....2...8..,25,0.0,1,15769,55,2,true,5872
3101,...2.....27..4......35.....129.....8..5.34.1.7......6.4..38...2....2.8.......59.6,25,0.0,1,80642,55,10,true,20223
3121,....7..1.1368.4......2......8.9.............7461....85.......5.51.....79.9.3...6.,24,0.0,1,123701,56,16,true,41895
3141,...4.73..6....8.292.7.......6.9.....8.9.....3.3.....6.....52....9...4.15.82......,24,0.0,1,17490,56,2,true,5731
3161,......17...9.1.....7.5.8..37..4.59..1...8...5..6...24.....67.5.....513...6...9...,26,0.0,1,55675,54,7,true,14525
3181,....8...289.......6...94...7.51....8.....92....2....64.36..2..5...7.....2.1...6..,24,0.0,1,3123,56,0,true,910
3201,285........13.7..67..5..1..3....9..2....6..91.6.....8.5................9...84.2.3,24,1.4,1,5556,56,0,true,1661
3221,...71....8.5..2.6..2......3....6...97.......6.9..4.1...582..9...71.5..2...9...4..,25,1.8,1,18264,55,2,true,5499
3241,.14.6...........4..7...23.9.......2..36.2..1..9..38....5..9.8.....8...7.8....54..,24,2.6,1,17584,56,2,true,4227
3261,.....4.1..56...7...47..59.3..18..3..7....2.5....3...............247..19....48..2.,25,0.0,1,5403,55,0,true,1541
3281,..7.1...4...2.3.7.....9.8613.....5...498.17....15......5..........7..18.7....4...,25,1.0,1,4432,55,0,true,1489
3301,....254...2.....53.3....1.....9........2.137.5....3...98....614.4..9...5...6.2.8.,26,2.6,1,186417,54,24,true,62255
3321,.2....8..7..98.4.3.1.3.........9.........4.......5.7.8......24..792.36...61......,23,0.0,1,1574785,57,214,true,508708
3341,..3.....9....6.2.1....94.6.29.61.34.7....5...4.6...7.....97..1...7.5....96.....3.,27,0.0,1,8871,53,1,true,2318
3361,..7...9...2......1.6.3.7.2..4.21.6.5.....5..4.....42.3.13........6....3..5.9.1...,25,1.6,1,7925,55,1,true,2536
3381,....6...59....57.6..79.....3..64....7..5.......8...1...1....64......2...52..9....,22,0.0,1,17972,58,2,true,5363
3401,2.......1..4.3......58..97........4..1......5.8.6.1..7.6.7.38....9.1.........2...,22,3.3,1,58564,58,7,true,18599
3421,..86.4.25..6.5.7..2.....8.3.81..9.3....1...8.......9.....4....2.7.2.53....5......,25,0.0,1,6568,55,0,true,1924
3441,..3....1..2......5..45..7.9...6.1........5.4.....9....8..47.2...7...2.8..65..8.3.,24,0.0,1,28758,56,3,true,8186
3461,.59.....3...1.........6.9.1.95.7.....4..3...2.3...2.7....3...48..8.9.2.6......3..,24,3.0,1,24299,56,3,true,7235
3481,4...3.5..3.1..649..7..8......38.....2..3..15.9...7...4.....7.2..2....3.....1.....,24,2.2,1,4599,56,0,true,1728
3501,.3.8....58..2.3.7...51.6..4.1....9......9..266.2...........764...3.8...25........,25,0.0,1,3775,55,0,true,1249
3521,2..15...7..6.....3....7..9.8...35.4935...2..6...68.....4...............813.42....,25,3.0,1,30597,55,4,true,8756
3541,846..5........7..1....8.9....7..8.3.4..6....2.8.....1.968.5..2..5...6...2..3.....,25,2.2,1,7558,55,1,true,2095
3561,.....6.8...4....567.35.9.4...73.....5....7..14........87..6...3.1.27...8....3..1.,26,2.1,1,4520,54,0,true,1487
3581,...3.2.....8....9.9....5.6...57.1.2.4......8.........6.7..4.3.55.9.3......2..8...,23,1.6,1,326477,57,42,true,101833
3601,.........5...413....7.38.4.39..6...84.1.5....2....9...8..6.3..2.1....6.7.........,24,0.0,1,17455,56,2,true,5071
3621,.61...........8.2..5..9.7..7....5..3..68...7.2.43.6..8.....7..24.3........82....4,25,0.0,1,13529,55,1,true,4041
3641,......93..7.3...8.1......57.9..2....3..4.7..94......2......9...824..15......5..46,25,1.1,1,351183,55,46,true,117462
3661,...2.........3....5.6.79.388.....491..3.5...2.....7....3..2.9....1...6...72..4...,24,0.0,1,6314,56,0,true,1869
3681,......8....64....3.59.....197..4.3..4..5..1....1..62..2...94....3..6...9...7.1...,25,2.0,1,31343,55,4,true,9329
3701,.61..4..2..5.2..7....6.134..........4....76...5.1.37....341...8...8..2....2..6.9.,27,1.5,1,64827,53,8,true,19914
3721,.378.4......73.1..1...6...49.....2..4.5.8...1.71....9....2..4.3........55..1..9..,26,1.6,1,4933,54,0,true,1755
3741,4.1.2.7..7......6..26......19.........47..3.....45.2....38.......7.6...9.1...94..,24,1.9,1,25091,56,3,true,7143
3761,9..6..82..1....3...2.4.7.5....2.591.14...8......7..4..6....9.....8.......7..23...,25,0.0,1,3553,55,0,true,856
3781,5...7.....4..5.6..36......2.1...6.2.......8..4..7......2...3..49..14..83.......97,24,0.0,1,19381,56,2,true,6138
3801,..5....47...43...9....65......5.8.7.7.4.....1.5....6...483.2.....281....9.1......,25,0.0,1,6391,55,0,true,1631
3821,...62..3.......5.2.....5...34.....7...1.8.....75.169..2..5........46.....5.23.16.,25,1.7,1,19333,55,2,true,4520
3841,..1.......581....2...64.7.1.....6.232..7..8....64.....7........593...4.6....9.1..,25,0.0,1,40015,55,5,true,13620
3861,5.1.......7...........9...6..93....46...2.1...4..6..9.7..1...4..2....3..4.3..7.28,24,4.2,1,514669,56,68,true,153620
3881,........9.26....1....931..453.......61.........4.23.....98.......729.8.........27,23,0.0,1,32960,57,4,true,8643
3901,.5....47.7.84.........39...3..1.8..482.9.........6.3..........19.5...63...4.....8,24,1.0,1,10744,56,1,true,3712
3921,....89.5..95.....6......4.19..1...62.....21..4...7....6.35...49..2...6.......8..5,25,1.2,1,57673,55,7,true,15732
3941,.35.....8......421......6.....38..4.2..1.......4..2...98.6.3.5.....4.2.9...5.1..6,25,1.4,1,75351,55,9,true,22385
3961,.8.....293...2..5.....893...6......2..89..5....53...91......6..69.74......2.6..8.,26,0.0,1,76383,54,10,true,25486
3981,7.5...39...3....2..4..3...1........2....9.7..8...14....2.6.7.8.........43....9.7.,23,4.3,1,97597,57,13,true,29855
4001,4....3.2.....8.....9.64....9...2.8.18...64.....69..2...........7....51.9.34..97..,25,1.1,1,28088,55,3,true,8604
4021,1..37...46.....51...9.........1..3..89.6.4.5..2..9.......7.6.4..4....165........7,25,4.0,1,7534,55,1,true,1991
4041,.....5.8..92..6.57..63....9.1.4...96..76.3...4..18....5....1.........7...3......4,25,2.1,1,169,55,0,true,47
4061,.8.....65....497.8..........7...81.23..52...4.6.......795.1.4........5...2..8....,24,2.1,1,8769,56,1,true,2427
4081,..251....7.....3...689.......1.2.....7.4...696......4...4..82.1187...4...........,24,0.0,1,62197,56,8,true,19688
4101,..9...4..8.145..6..4...28....4...1.......3.762..5.6......6....13..2.....16...5...,25,1.4,1,26958,55,3,true,8952
4121,.8.....7...9..41.3..5..6......7.8..593.6..........1....7....6.46..9...2....2..38.,24,0.0,1,21093,56,2,true,5098
4141,.3.1......2...6....6..2.59......58..1.3.9....7.....6.9...5.7.4...43.82.7.........,24,3.1,1,19940,56,2,true,6448
4161,..1...25.84.....9.........1..61.....4.5.9...8....8..1.7...3.......7...62..36..1..,23,1.9,1,1551919,57,201,true,529292
4181,.....1...16..3...........35..7...4..3...46.....2..5..7.1.4.9..65..8..27...3.6....,24,2.3,1,503724,56,65,true,124843
4201,..98..71.........8.84.7..9.....46..23.5.......41..5......5316.........246........,24,0.0,1,17549,56,2,true,5466
4221,.3..518.........631.....2..7.4.9261...1.......8..4.9....84....9.....35......67...,25,1.4,1,7041,55,0,true,2044
4241,.24...6.....1.7..8..3....4...875..6..47......3...8.........2.5.75...1.........379,24,2.0,1,4708,56,0,true,1340
4261,84.2....19....82..6..7...3.....16...25..7.......8......9.....8...8.3..62..6..9.5.,25,1.4,1,25155,55,3,true,8124
4281,.....7...13....72.2.49..6...4....9135.....4.......1.8..8.2...4...6.5........763..,25,4.2,1,1318,55,0,true,392
4301,.6....7.8.53.....1.8..42.....16....7.....8.9.....2.43....95..1.8...3....3.52.....,25,1.8,1,2081,55,0,true,1008
4321,6...35....5.....971...2..........2..5....8......7.36.4.8..1.4...4...9........61..,22,0.0,1,29793,58,4,true,9292
4341,.5..94.....83..5.........32...7.296..3...1......9..7...4.8......7......15..6..84.,24,3.5,1,93095,56,12,true,30191
4361,6..1.....5.4.....2....5..1..........8.96..5..2.59734.....2..1..9....7.587.2....6.,26,4.0,1,99737,54,13,true,25985
